



,,[80]
,[0], 13,31






,[1], 17,27






,[2], 27,31






,[3], 99,99






,[4], 14,30






,[5], 99,99






,[6], 15,33






,[7], 99,99






,[8], 99,99






,[9], 99,99






,[10], 11,29






,[11], 99,99






,[12], 12,26






,[13], 13,26






,[14], 99,99






,[15], 99,99






,[16], 99,99






,[17], 27,28






,[18], 18,30






,[19], 17,30






,[20], 13,28






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 14,36






,[26], 99,99






,[27], 99,99






,[28], 13,32






,[29], 99,99






,[30], 99,99






,[31], 99,99






,[32], 99,99






,[33], 99,99






,[34], 10,25






,[35], 12,20






,[36], 99,99






,[37], 17,29






,[38], 99,99






,[39], 12,29






,[40], 99,99






,[41], 99,99






,[42], 99,99






,[43], 99,99






,[44], 99,99






,[45], 99,99






,[46], 99,99






,[47], 22,23






,[48], 99,99






,[49], 99,99






,[50], 14,24






,[51], 13,26






,[52], 99,99






,[53], 13,24






,[54], 99,99






,[55], 20,28






,[56], 11,25






,[57], 99,99






,[58], 99,99






,[59], 11,25






,[60], 16,24






,[61], 99,99






,[62], 99,99






,[63], 99,99






,[64], 99,99






,[65], 13,30






,[66], 10,26






,[67], 10,27






,[68], 99,99






,[69], 15,28






,[70], 23,28






,[71], 9,21






,[72], 11,15






,[73], 14,19






,[74], 99,99






,[75], 99,99






,[76], 9,10






,[77], 99,99






,[78], 17,25






,[79], 15,24






,[80], 99,99






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 99,99






,[87], 99,99






,[88], 16,17






,[89], 18,18






,[90], 15,24






,[91], 17,26






,[92], 99,99






,[93], 99,99






,[94], 12,23






,[95], 99,99






,[96], 99,99






,[97], 24,28






,[98], 16,29






,[99], 99,99






,[100], 13,22






,[101], 20,20






,[102], 99,99






,[103], 15,25






,[104], 13,22






,[105], 99,99






,[106], 99,99






,[107], 13,25






,[108], 99,99






,[109], 99,99






,[110], 13,14






,[111], 99,99






,[112], 99,99






,[113], 12,19






,[114], 99,99






,[115], 99,99






,[116], 99,99






,[117], 99,99






,[118], 99,99






,[119], 20,23






,[120], 99,99






,[121], 99,99






,[122], 18,25






,[123], 18,25






,[124], 20,26






,[125], 99,99






,[126], 15,25






,[127], 99,99






,[128], 99,99






,[129], 99,99






,[130], 16,25






,[131], 99,99






,[132], 13,26






,[133], 21,26






,[134], 10,24






,[135], 99,99






,[136], 14,22






,[137], 99,99






,[138], 17,20






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 15,18






,[143], 99,99






,[144], 99,99






,[145], 99,99






,[146], 14,29






,[147], 15,18






,[148], 99,99






,[149], 24,25






,[150], 8,28






,[151], 99,99






,[152], 14,27






,[153], 99,99






,[154], 99,99






,[155], 99,99






,[156], 99,99






,[157], 14,17






,[158], 99,99






,[159], 99,99






,[160], 15,31






,[161], 99,99






,[162], 20,28






,[163], 99,99






,[164], 99,99






,[165], 99,99






,[166], 99,99






,[167], 99,99






,[168], 12,18






,[169], 12,20






,[170], 13,20






,[171], 99,99






,[172], 12,28






,[173], 14,28






,[174], 99,99






,[175], 99,99






,[176], 15,21






,[177], 99,99






,[178], 99,99






,[179], 99,99






,[180], 99,99






,[181], 99,99






,[182], 99,99






,[183], 14,23






,[184], 99,99






,[185], 99,99






,[186], 15,24






,[187], 99,99






,[188], 99,99






,[189], 99,99






,[190], 19,25






,[191], 99,99






,[192], 99,99






,[193], 13,26






,[194], 99,99






,[195], 20,25






,[196], 99,99






,[197], 99,99






,[198], 99,99






,[199], 99,99






,[200], 99,99






,[201], 99,99






,[202], 12,25






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 19,27






,[207], 18,22






,[208], 7,20






,[209], 99,99






,[210], 21,24






,[211], 99,99






,[212], 99,99






,[213], 99,99






,[214], 99,99






,[215], 13,20






,[216], 15,26






,[217], 19,25






,[218], 17,21






,[219], 17,22






,[220], 12,18






,[221], 99,99






,[222], 99,99






,[223], 11,25






,[224], 16,27






,[225], 99,99






,[226], 13,23






,[227], 99,99






,[228], 12,22






,[229], 99,99






,[230], 10,28






,[231], 99,99






,[232], 99,99






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 8,9






,[244], 99,99






,[245], 99,99






,[246], 99,99






,[247], 99,99






,[248], 15,24






,[249], 99,99






,[250], 99,99






,[251], 16,20






,[252], 99,99






,[253], 99,99






,[254], 99,99






,[255], 99,99






,[256], 99,99






,[257], 13,20






,[258], 15,24






,[259], 99,99






,[260], 99,99






,[261], 99,99






,[262], 14,26






,[263], 99,99






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 7,7






,[269], 99,99






,[270], 99,99



