



,,[30]
,[0], 4,8






,[1], 2,6






,[2], 1,5






,[3], 1,5






,[4], 1,5






,[5], 1,5






,[6], 1,5






,[7], 1,5






,[8], 1,5






,[9], 1,5






,[10], 1,5






,[11], 1,5






,[12], 1,5






,[13], 2,5






,[14], 2,5






,[15], 2,4






,[16], 99,99






,[17], 99,99






,[18], 2,2






,[19], 1,2






,[20], 99,99






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 4,4






,[25], 2,2






,[26], 99,99






,[27], 3,3






,[28], 5,5






,[29], 99,99






,[30], 99,99






,[31], 99,99






,[32], 99,99






,[33], 1,1






,[34], 99,99






,[35], 99,99






,[36], 99,99






,[37], 99,99






,[38], 1,1






,[39], 0,0






,[40], 99,99






,[41], 0,0






,[42], 0,0






,[43], 0,0






,[44], 0,0






,[45], 0,0






,[46], 99,99






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 99,99






,[51], 99,99






,[52], 99,99






,[53], 1,1






,[54], 0,1






,[55], 1,1






,[56], 99,99






,[57], 99,99






,[58], 99,99






,[59], 99,99






,[60], 99,99






,[61], 99,99






,[62], 1,1






,[63], 0,0






,[64], 99,99






,[65], 99,99






,[66], 99,99






,[67], 99,99






,[68], 99,99






,[69], 99,99






,[70], 1,1






,[71], 2,2






,[72], 1,1






,[73], 99,99






,[74], 0,0






,[75], 99,99






,[76], 99,99






,[77], 99,99






,[78], 1,1






,[79], 0,0






,[80], 0,0






,[81], 0,0






,[82], 0,0






,[83], 0,0






,[84], 0,1






,[85], 1,1






,[86], 1,1






,[87], 1,1






,[88], 99,99






,[89], 99,99






,[90], 1,1






,[91], 0,0






,[92], 2,2






,[93], 99,99






,[94], 99,99






,[95], 99,99






