
,-1.029607,0.164322
,-0.034052,0.678419
,-0.303753,0.462034
,0.474686,0.362196
,0.468194,0.365561
,-0.350722,0.432137
,0.351940,0.431388
,0.034348,0.678133
,-0.024116,0.688088
,-0.150136,0.575035
,0.104644,0.613527
,-0.326627,0.447225
,0.169505,0.559389
,0.074627,0.640325
,0.061015,0.652860
,0.187413,0.545301
,-0.351746,0.431508
,0.304135,0.461783
,0.235689,0.509067
,-0.261165,0.490927
,-0.355720,0.429072
,0.144104,0.579996
,-0.237866,0.507491
,-0.060396,0.653436
,-0.387163,0.410281
,0.623003,0.293226
,-0.516116,0.341442
,0.270749,0.484271
,0.031219,0.681162
,-0.126049,0.595105
,-0.028480,0.683825
,-0.112237,0.606927
,0.189054,0.544028
,0.478106,0.360436
,-0.151517,0.573906
,0.067834,0.646550
,0.001190,0.710927
,0.007472,0.704595
,0.140074,0.583335
,-0.315607,0.454299
,-0.078664,0.636654
,0.427806,0.387206
,-0.059752,0.654036
,-0.065761,0.648462
,-0.519688,0.339710
,-0.131141,0.590805
,-0.271274,0.483910
,-0.177910,0.552732
,-0.475584,0.361733
,0.359152,0.426980
,0.660219,0.278088
,0.273786,0.482182
,0.632294,0.289371
,0.318822,0.452224
,-0.167898,0.560671
,-0.133618,0.588724
,-0.578847,0.312259
,0.121126,0.599292
,-0.119932,0.600312
,-0.141719,0.581970
,-0.392545,0.407148
,0.174692,0.555271
,0.072652,0.642129
,0.969238,0.179076
,0.650407,0.282002
,0.313437,0.455706
,-0.347229,0.434293
,0.528364,0.335538
,1.130217,0.142385
,0.133457,0.588859
,-1.106950,0.147183
,-0.156528,0.569824
,0.175136,0.554920
,-1.190007,0.130762
,-0.187767,0.545027
,-0.306001,0.460558
,0.144829,0.579398
,0.044639,0.668267
,0.001325,0.710791
,0.117020,0.602807
,0.142021,0.581720
,0.563903,0.318976
,0.146510,0.578012
,0.025039,0.687184
,0.712807,0.258020
,0.138595,0.584565
,-0.160236,0.566822
,0.055113,0.658372
,-0.100347,0.617293
,-0.378314,0.415485
,0.080961,0.634574
,1.107000,0.147172
,-0.220466,0.520226
,-0.249590,0.499088
,0.011668,0.700397
,0.293745,0.468667
,-0.014197,0.697878
,-1.089233,0.150944
,-0.359403,0.426827
,-0.529201,0.335138
,0.035419,0.677099
,-0.049061,0.664071
,0.003472,0.708620
,-0.344370,0.436064
,0.436380,0.382506
,-0.004864,0.707217
,0.349193,0.433079
,-0.046286,0.666701
,0.059461,0.654307
,-0.969273,0.179067
,0.257263,0.493664
,0.028730,0.683582
,-0.354979,0.429525
,0.100789,0.616905
,-0.143047,0.580871
,-0.243947,0.503115
,-0.298753,0.465336
,0.325992,0.447629
,-0.495351,0.351691
,0.789382,0.231360
,-0.062740,0.651258
,0.359938,0.426502
,0.626803,0.291643
,0.036618,0.675945
,0.208949,0.528829
,-0.286432,0.473575
,-0.380120,0.414417
,0.153265,0.572478
,-0.117769,0.602164
,-0.422036,0.390401
,0.816871,0.222477
,1.801332,0.054745
,-0.281466,0.476936
,1.846003,0.051371
,2.060682,0.037838
,1.179958,0.132647
,-0.859345,0.209417
,-0.354599,0.429757
,-0.299845,0.464614
,0.003056,0.709040
,0.229425,0.513630
,-0.423624,0.389519
,0.693353,0.265269
,-0.731895,0.251100
,0.149611,0.575465
,-0.020309,0.691829
,0.905279,0.196155
,0.376832,0.416362
,-1.270938,0.116526
,-1.162110,0.136062
,0.199574,0.535938
,1.587717,0.074213
,1.055601,0.158350
,0.734034,0.250336
,-0.539690,0.330169
,-1.095982,0.149500
,-0.043264,0.669577
,0.644479,0.284392
,1.137713,0.140873
,-0.189354,0.543796
,0.518856,0.340112
,-0.719631,0.255525
,-0.587297,0.308523
,-1.743400,0.059454
,-2.205447,0.030788
,-0.179652,0.551362
,-0.013106,0.698963
,-1.877848,0.049093
,0.644396,0.284426
