

,,[80]
,[21-24-26],,[0],,0.828125,65.031250,49.875000,46.765625,59.031250,61.250000,38.046875,45.375000,49.859375,52.984375,51.593750,38.296875,30.031250,27.109375,,,,,14.703125,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,5.171875,,,,,,0.296875,,5.562500,,,,,,,2.906250,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.718750,,,,,,,,,,,0.890625,,,,,,,,,,,,2.687500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,1.937500,,1.515625,,,0.640625,,,,,,,,,,,,,,,,,,1.828125,,,,1.593750,,1.890625,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.312500,,,2.187500,,,,,3.765625,,1.296875,,,,,,,,,,,,,,,,,,7.015625,3.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.390625,1.218750,,,,,,,,4.859375,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,3.000000,,,0.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.687500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.515625,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-36],,[1],,,66.390625,49.875000,40.937500,53.843750,71.531250,39.578125,48.031250,65.640625,54.578125,51.796875,39.156250,33.671875,27.109375,,,,,4.984375,,,,,,,,,,,,,,,,,,,,,0.625000,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,0.312500,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.890625,,1.515625,,1.546875,0.796875,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.656250,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,,,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.828125,,,,,,,,,,,,,,,,,,,,,,,,,,1.781250,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,1.218750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[16-24-26],,[2],,,70.156250,50.296875,55.031250,63.500000,61.812500,41.390625,45.375000,53.171875,54.343750,48.000000,38.750000,30.031250,28.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,0.953125,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.593750,,1.515625,,,0.640625,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,1.437500,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046875,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[1-24-26],,[3],,,67.453125,49.875000,62.562500,64.578125,61.250000,38.546875,45.375000,49.531250,52.468750,48.000000,38.609375,30.296875,27.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,1.843750,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,5.156250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.625000,,1.515625,,,0.640625,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,1.625000,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,2.078125,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250000,,,,,,,,,,,,,,,,,,,,,,,,4.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-32],,[4],,,64.562500,51.453125,38.109375,55.312500,62.031250,38.046875,50.468750,60.687500,52.343750,51.718750,44.000000,45.953125,38.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.406250,,1.515625,,,0.812500,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.312500,,,2.515625,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375000,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[6-24-26],,[5],,,68.796875,50.968750,41.062500,61.140625,73.515625,39.812500,46.546875,49.531250,52.500000,48.109375,37.390625,31.187500,27.109375,,,,,4.843750,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,1.328125,,,,,,,,,,5.562500,,,,,,,0.328125,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.218750,,1.515625,,0.078125,1.562500,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.703125,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.156250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890625,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.125000,,,,,,,,0.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-40],,[6],,,73.406250,49.875000,37.796875,55.796875,63.359375,40.640625,45.375000,56.421875,52.343750,48.000000,37.390625,33.187500,32.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,2.937500,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.843750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.218750,,1.515625,,,1.031250,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,1.812500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843750,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,0.125000,,,,,,,,,,,,,,,,,,,,3.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,8.656250,,,,,3.046875,,,,,,,,,,,,,,,,,,,,,,,,0.406250,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[15-24-26],,[7],,,64.562500,50.109375,43.421875,53.843750,61.250000,38.656250,48.593750,49.531250,52.343750,48.000000,38.578125,30.031250,37.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,3.953125,4.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.734375,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.218750,,1.515625,,,2.015625,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,3.875000,,,,,,,1.593750,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,0.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[0-24-26],,[8],,6.750000,64.562500,49.875000,40.593750,54.765625,61.250000,38.046875,46.718750,51.906250,52.343750,49.953125,38.296875,30.859375,27.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.031250,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.578125,,1.515625,,,4.328125,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,0.046875,,,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,1.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,1.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.843750,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,1.656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[4-24-26],,[9],,,65.796875,51.046875,46.671875,59.562500,66.218750,38.375000,45.375000,54.546875,52.343750,48.000000,38.750000,30.031250,27.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,0.515625,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.843750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.218750,,1.515625,,0.234375,0.953125,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,0.062500,,,,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,0.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,2.406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-99],,[10],,,64.562500,49.875000,37.796875,53.843750,61.250000,38.046875,45.375000,49.531250,52.343750,48.000000,37.390625,30.031250,27.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,5.562500,,,,,,,,,,,,,,,4.078125,,,,,,2.453125,,,,,,1.437500,4.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843750,,,,,,,,,,,,,,,,,,,,,0.375000,,,,0.171875,,,,0.218750,,1.515625,,,0.640625,,,,,,,,,,,,,,,,,,1.828125,,,,,,1.562500,,,4.984375,,,,,,,,,,,,,,,,,,,,6.437500,,,,,,,,,,0.312500,,,,,,,,1.109375,,1.296875,,,,,,,,,,,,,,,,,,0.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,1.218750,,,,,,,,3.296875,4.562500,0.046875,,,,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,4.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.171875,,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
