



,,[40]
,[0], 0,0






,[1], 3,3






,[2], 99,99






,[3], 99,99






,[4], 99,99






,[5], 99,99






,[6], 99,99






,[7], 10,11






,[8], 9,14






,[9], 99,99






,[10], 99,99






,[11], 99,99






,[12], 3,11






,[13], 6,14






,[14], 9,11






,[15], 99,99






,[16], 99,99






,[17], 99,99






,[18], 99,99






,[19], 99,99






,[20], 9,11






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 99,99






,[26], 99,99






,[27], 99,99






,[28], 99,99






,[29], 99,99






,[30], 99,99






,[31], 10,11






,[32], 0,0






,[33], 99,99






,[34], 7,8






,[35], 99,99






,[36], 99,99






,[37], 4,6






,[38], 5,8






,[39], 99,99






,[40], 99,99






,[41], 99,99






,[42], 99,99






,[43], 99,99






,[44], 99,99






,[45], 99,99






,[46], 8,12






,[47], 99,99






,[48], 10,15






,[49], 8,9






,[50], 99,99






,[51], 99,99






,[52], 99,99






,[53], 99,99






,[54], 99,99






,[55], 99,99






,[56], 99,99






,[57], 99,99






,[58], 99,99






,[59], 99,99






,[60], 99,99






,[61], 99,99






,[62], 8,10






,[63], 5,12






,[64], 99,99






,[65], 99,99






,[66], 9,12






,[67], 99,99






,[68], 99,99






,[69], 99,99






,[70], 5,6






,[71], 99,99






,[72], 99,99






,[73], 99,99






,[74], 99,99






,[75], 99,99






,[76], 99,99






