



,,[80]
,[0], 13,31






,[1], 14,27






,[2], 16,31






,[3], 11,29






,[4], 18,30






,[5], 99,99






,[6], 15,33






,[7], 15,28






,[8], 22,30






,[9], 24,29






,[10], 19,29






,[11], 15,28






,[12], 14,26






,[13], 24,26






,[14], 14,30






,[15], 10,27






,[16], 99,99






,[17], 99,99






,[18], 13,30






,[19], 15,30






,[20], 10,28






,[21], 12,24






,[22], 19,31






,[23], 18,27






,[24], 22,27






,[25], 99,99






,[26], 17,31






,[27], 16,26






,[28], 99,99






,[29], 15,32






,[30], 15,32






,[31], 22,31






,[32], 12,31






,[33], 31,33






,[34], 17,25






,[35], 14,20






,[36], 15,28






,[37], 17,29






,[38], 20,33






,[39], 99,99






,[40], 99,99






,[41], 99,99






,[42], 20,28






,[43], 17,25






,[44], 14,21






,[45], 18,27






,[46], 17,23






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 17,24






,[51], 18,26






,[52], 19,22






,[53], 99,99






,[54], 15,22






,[55], 19,28






,[56], 20,25






,[57], 17,28






,[58], 25,26






,[59], 15,25






,[60], 19,24






,[61], 17,23






,[62], 99,99






,[63], 22,23






,[64], 16,30






,[65], 20,30






,[66], 14,26






,[67], 16,27






,[68], 15,23






,[69], 21,28






,[70], 13,28






,[71], 13,21






,[72], 10,15






,[73], 17,19






,[74], 99,99






,[75], 99,99






,[76], 99,99






,[77], 14,22






,[78], 21,25






,[79], 19,24






,[80], 16,22






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 12,17






,[87], 13,20






,[88], 13,17






,[89], 18,18






,[90], 99,99






,[91], 18,26






,[92], 99,99






,[93], 18,24






,[94], 14,23






,[95], 20,23






,[96], 20,34






,[97], 23,28






,[98], 20,29






,[99], 17,23






,[100], 16,22






,[101], 99,99






,[102], 15,27






,[103], 20,25






,[104], 19,22






,[105], 19,25






,[106], 99,99






,[107], 14,25






,[108], 23,28






,[109], 16,20






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 18,19






,[114], 99,99






,[115], 99,99






,[116], 21,24






,[117], 99,99






,[118], 22,27






,[119], 21,23






,[120], 13,14






,[121], 14,23






,[122], 21,25






,[123], 20,25






,[124], 15,26






,[125], 99,99






,[126], 15,25






,[127], 99,99






,[128], 21,32






,[129], 12,31






,[130], 15,25






,[131], 99,99






,[132], 19,26






,[133], 18,26






,[134], 12,24






,[135], 15,20






,[136], 14,22






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 20,26






,[142], 99,99






,[143], 99,99






,[144], 14,18






,[145], 13,21






,[146], 12,29






,[147], 99,99






,[148], 99,99






,[149], 16,25






,[150], 99,99






,[151], 16,20






,[152], 22,27






,[153], 15,29






,[154], 18,21






,[155], 19,25






,[156], 14,19






,[157], 99,99






,[158], 16,27






,[159], 20,26






,[160], 18,31






,[161], 17,25






,[162], 17,28






,[163], 99,99






,[164], 99,99






,[165], 16,24






,[166], 22,29






,[167], 21,26






,[168], 13,18






,[169], 11,20






,[170], 19,20






,[171], 99,99






,[172], 19,28






,[173], 13,28






,[174], 99,99






,[175], 25,27






,[176], 18,21






,[177], 16,26






,[178], 17,27






,[179], 16,27






,[180], 19,28






,[181], 20,25






,[182], 15,17






,[183], 17,23






,[184], 28,29






,[185], 99,99






,[186], 16,24






,[187], 99,99






,[188], 15,17






,[189], 99,99






,[190], 25,25






,[191], 22,22






,[192], 21,29






,[193], 24,26






,[194], 21,24






,[195], 99,99






,[196], 99,99






,[197], 11,19






,[198], 14,21






,[199], 26,27






,[200], 10,17






,[201], 99,99






,[202], 18,25






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 20,27






,[207], 99,99






,[208], 13,20






,[209], 99,99






,[210], 19,24






,[211], 99,99






,[212], 99,99






,[213], 99,99






,[214], 15,19






,[215], 99,99






,[216], 21,26






,[217], 16,25






,[218], 99,99






,[219], 16,22






,[220], 14,18






,[221], 19,23






,[222], 99,99






,[223], 99,99






,[224], 12,27






,[225], 13,28






,[226], 19,23






,[227], 22,26






,[228], 99,99






,[229], 15,26






,[230], 18,28






,[231], 11,24






,[232], 99,99






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 99,99






,[246], 20,20






,[247], 14,22






,[248], 15,24






,[249], 17,25






,[250], 17,24






,[251], 19,20






,[252], 99,99






,[253], 16,21






,[254], 23,26






,[255], 19,24






,[256], 99,99






,[257], 14,20






,[258], 19,24






,[259], 24,27






,[260], 16,25






,[261], 20,26






,[262], 18,26






,[263], 21,26






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 99,99






,[269], 99,99






,[270], 99,99



