



,,[40]
,[932], 99,99






,[933], 99,99






,[934], 5,8






,[935], 99,99






,[936], 99,99






,[937], 99,99






,[938], 99,99






,[939], 2,4






,[940], 99,99






,[941], 4,13






,[942], 99,99






,[943], 4,7






,[944], 3,4






,[945], 99,99






,[946], 4,4






,[947], 3,5






,[948], 99,99






,[949], 3,4






,[950], 99,99






,[951], 6,8






,[952], 99,99






,[953], 3,6






,[954], 4,8






,[955], 99,99






,[956], 99,99






,[957], 4,4






,[958], 99,99






,[959], 99,99






,[960], 5,8






,[961], 99,99






,[962], 99,99






,[963], 3,7






,[964], 99,99






,[965], 99,99






,[966], 99,99






,[967], 99,99






,[968], 99,99






,[969], 99,99






,[970], 99,99






,[971], 99,99






,[972], 99,99






,[973], 7,13






,[974], 99,99






,[975], 7,7






,[976], 1,4






,[977], 2,5






,[978], 3,4






,[979], 99,99






,[980], 99,99






,[981], 99,99






,[982], 4,7






,[983], 4,5






,[984], 12,13






,[985], 5,12






,[986], 3,6






,[987], 99,99






,[988], 99,99






,[989], 99,99






,[990], 99,99






,[991], 4,7






,[992], 5,9






,[993], 4,8






,[994], 6,9






,[995], 6,8






,[996], 99,99






,[997], 99,99






,[998], 99,99






,[999], 99,99






,[1000], 99,99






,[1001], 99,99






,[1002], 7,9






,[1003], 5,7






,[1004], 99,99






,[1005], 9,10






,[1006], 6,9






,[1007], 99,99






,[1008], 3,3






,[1009], 99,99






,[1010], 99,99






,[1011], 2,6






,[1012], 99,99






,[1013], 3,4






,[1014], 3,8






,[1015], 99,99






,[1016], 99,99






,[1017], 99,99






,[1018], 6,10






,[1019], 2,7






,[1020], 99,99






,[1021], 99,99






,[1022], 2,9






,[1023], 99,99
