



,,[90]
,[0], 28,48






,[1], 33,40






,[2], 33,45






,[3], 99,99






,[4], 28,45






,[5], 99,99






,[6], 99,99






,[7], 99,99






,[8], 38,42






,[9], 99,99






,[10], 99,99






,[11], 99,99






,[12], 25,43






,[13], 99,99






,[14], 26,44






,[15], 34,45






,[16], 99,99






,[17], 99,99






,[18], 30,42






,[19], 38,44






,[20], 35,43






,[21], 24,36






,[22], 32,43






,[23], 35,37






,[24], 34,41






,[25], 99,99






,[26], 41,45






,[27], 99,99






,[28], 44,45






,[29], 27,43






,[30], 32,44






,[31], 38,43






,[32], 99,99






,[33], 99,99






,[34], 99,99






,[35], 99,99






,[36], 29,44






,[37], 36,37






,[38], 99,99






,[39], 99,99






,[40], 99,99






,[41], 35,44






,[42], 99,99






,[43], 39,39






,[44], 99,99






,[45], 99,99






,[46], 25,31






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 27,33






,[51], 99,99






,[52], 99,99






,[53], 99,99






,[54], 30,33






,[55], 40,40






,[56], 31,37






,[57], 24,34






,[58], 99,99






,[59], 27,36






,[60], 99,99






,[61], 31,32






,[62], 99,99






,[63], 99,99






,[64], 99,99






,[65], 32,39






,[66], 31,40






,[67], 34,43






,[68], 29,35






,[69], 35,39






,[70], 38,40






,[71], 22,32






,[72], 20,24






,[73], 99,99






,[74], 99,99






,[75], 99,99






,[76], 99,99






,[77], 19,25






,[78], 99,99






,[79], 31,35






,[80], 27,32






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 99,99






,[87], 99,99






,[88], 24,33






,[89], 25,25






,[90], 99,99






,[91], 24,33






,[92], 99,99






,[93], 26,33






,[94], 30,35






,[95], 28,34






,[96], 30,43






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 30,33






,[101], 99,99






,[102], 27,37






,[103], 99,99






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 25,38






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 26,27






,[114], 99,99






,[115], 99,99






,[116], 29,29






,[117], 99,99






,[118], 37,38






,[119], 99,99






,[120], 99,99






,[121], 28,39






,[122], 37,40






,[123], 27,34






,[124], 99,99






,[125], 99,99






,[126], 26,35






,[127], 33,34






,[128], 36,47






,[129], 33,43






,[130], 31,37






,[131], 99,99






,[132], 35,40






,[133], 31,40






,[134], 27,39






,[135], 99,99






,[136], 99,99






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 99,99






,[144], 99,99






,[145], 26,33






,[146], 30,44






,[147], 99,99






,[148], 99,99






,[149], 26,32






,[150], 99,99






,[151], 99,99






,[152], 99,99






,[153], 28,43






,[154], 30,31






,[155], 27,30






,[156], 99,99






,[157], 99,99






,[158], 29,39






,[159], 99,99






,[160], 29,43






,[161], 99,99






,[162], 24,34






,[163], 99,99






