 3,  3, 18, 49, 40, 40, 13, 40,  6, 47,  6, 57, 40, 26, 57, 45, 43, 18, 61, 57, 42, 14, 62, 63, 62, 57,  6, 39,  6, 58, 40, 43, 
62,  0, 43, 32, 40,  0, 60, 52, 39, 36, 60, 20, 25,  9, 25, 40, 40, 60, 20, 38, 29, 28, 14, 63, 25, 36, 29, 49, 48, 42, 10, 17, 
 5, 48, 20, 14, 21, 19, 33, 40, 40, 21, 61, 63, 14,  2, 33, 45, 18, 31, 52, 57,  9, 59,  2, 38, 62,  7, 29, 46, 52, 33, 57, 40, 
27, 18, 58, 18, 18, 27,  2, 24, 25, 55, 44, 59, 61, 32, 38, 29, 26,  7,  6,  6, 40, 61, 43, 61, 28, 14, 61, 60, 14, 59, 40, 63, 
42, 14,  6, 37,  7, 56,  2, 33, 54, 40, 40, 54, 31, 40, 39,  7, 33, 54, 47, 34, 49, 40, 49, 29, 57, 21, 38, 49, 57, 26, 40, 49, 
40, 33, 29, 40, 29,  8, 51, 45, 25, 34, 60, 60, 58, 45, 50,  8, 14, 45, 26,  8, 61, 27, 61, 18, 14, 25, 52,  5, 52, 22, 26,  6, 
45, 59, 43, 22,  9, 63, 45, 38,  9, 18, 33, 55, 62,  0, 45, 40,  6,  7, 16, 58, 35, 43, 41, 45, 58,  0, 30, 29, 14, 33,  7, 27, 
22, 61, 33, 49, 40, 33, 47, 61, 44, 52, 60,  0,  7, 11, 29, 38, 19, 44, 44,  7, 56, 21, 49, 22, 14, 14, 33, 10, 44, 32, 21,  2, 
32,  6,  9,  2, 14, 55,  5,  6, 10, 27, 27, 27, 25,  8,  7, 58, 54, 26, 63, 38, 21,  2, 32,  8,  6, 39, 14,  6, 61, 26, 15,  2, 
59,  2, 39, 25,  9, 18,  0, 59, 36, 53, 45, 14, 61, 14,  8, 29, 25, 32, 29, 31, 58, 62,  6, 20, 14, 47, 61, 49,  5, 63, 56, 45, 
59,  7, 23, 20, 49, 21, 10, 36, 25, 38, 49, 59,  6,  2, 56, 49, 61, 22, 25, 61, 50, 34, 45,  9, 39,  2, 48,  1, 27, 18, 23, 52, 
43, 61, 21,  2, 63, 24, 57, 43, 61, 10, 32,  8,  0, 36, 24, 26, 33, 27, 41, 25,  1, 44, 39,  8, 62, 18, 61,  7,  0, 63, 58, 44, 
59, 33, 33,  6, 25, 10, 18, 57,  8, 39, 62, 61, 47, 24, 36, 17, 40, 40, 54, 12,  6, 57, 40,  0, 40, 10, 34, 58,  0, 49,  2, 22, 
14, 59, 33, 61,  7, 43, 33,  8, 57, 63, 47, 40, 24, 36,  1, 20, 21, 40,  8, 56, 62, 48, 55, 48, 40, 44, 48,  2, 25, 21, 36,  6, 
56, 25, 56, 33,  8, 56,  8, 27, 38,  8, 43, 12, 18, 54, 55,  8, 25, 32, 29, 36,  6, 63, 55, 29, 27, 27, 15, 62,  0, 24, 33, 61, 
48, 25, 42, 45, 14,  8, 61, 21, 32, 26, 25, 10, 30, 24, 25,  6, 55, 40,  6, 62, 61, 42,  6,  6,  7, 32, 43,  0,  6, 61, 13, 21, 
10, 16, 27, 54, 42, 55,  7, 34, 45, 59,  8, 27, 33, 32, 43, 17, 61, 25, 49,  7, 61, 28, 42,  6, 62, 25, 54, 25, 40,  2, 58, 58, 
23, 22, 59, 50, 32, 25, 27, 27, 40, 54, 58,  8,  8,  0, 17, 51, 48, 61,  6, 14, 44, 27, 40,  0,  7, 25, 18, 58, 17, 40,  9,  9, 
27, 27,  7, 49, 29, 36, 39, 37, 44, 43, 41, 51,  6, 25,  0, 17, 48, 61, 55, 45, 56, 21,  8,  7, 62, 32, 35, 25, 17, 56, 27, 21, 
55, 45, 40, 43, 25,  7, 15, 27, 27, 29, 16,  0, 55,  9, 55, 41, 48, 21, 27, 14, 61, 44, 44, 18, 61, 27, 40, 27, 45, 33, 40, 40, 
40, 40, 40, 40, 49, 58, 14, 17, 14, 25, 18,  2,  0, 63, 25, 18, 48, 37, 43, 54,  7, 48, 51, 24, 27, 43,  7, 40, 22, 27, 18, 25, 
61, 56, 58, 25, 62, 54,  0, 21, 55, 62, 43,  4, 25, 45, 62, 55, 18,  8, 50, 43, 61, 49, 46, 40, 43, 40,  8, 14, 24,  6, 40, 40, 
12,  1, 54, 25, 18, 61, 45,  8, 46, 17, 33, 43, 62, 52, 51, 11, 32, 51,  4, 50,  8,  6, 38, 33, 40, 40, 40, 40, 40, 40, 40, 40, 
43, 43, 40, 36, 54, 20, 63, 32, 41, 17, 17, 29, 43, 17, 34, 62, 32, 41, 40,  8, 56, 49,  7, 18,  1, 33, 33, 43, 40, 61, 45, 63, 
22, 10, 27, 61, 56, 31, 11, 14, 55, 17, 42, 51, 40, 25, 41, 30, 32, 25, 22, 22, 15, 56, 14, 54,  3, 61, 27, 63, 43, 39, 63, 40, 
18, 22,  2,  6, 25, 45, 53, 42, 62, 55,  1, 62, 50, 62, 48, 26, 15, 20, 44, 44, 29,  4, 45, 56, 58, 10, 31, 27, 27, 44, 60,  9, 
40, 40, 40, 21, 25,  8, 56,  8, 27, 17, 35, 49, 43, 17, 62, 22, 40, 38, 59, 16,  5, 16, 14, 61,  4, 46, 29, 31, 52, 58, 43, 45, 
50, 44, 16, 43, 61, 61, 27, 61, 61, 42, 17, 33,  0, 51, 58, 35, 38, 49, 27, 28, 38, 56,  5,  7,  3, 20, 39, 24, 20, 45,  7, 33, 
33, 57,  5, 33, 62,  6, 25, 32, 57,  6, 51, 38, 55, 54,  8, 34, 44, 53,  5, 61,  9, 57,  6, 61, 36, 44,  1, 40,  1, 12, 33, 28, 
40, 27, 63, 45, 25, 49, 21, 61, 61, 40, 62, 46, 51, 25, 59, 52, 11, 12, 47, 18, 31, 38, 27,  0, 49,  5, 15, 11, 58,  8, 32, 35, 
54, 38, 20, 29, 62,  8, 29, 55,  8, 43, 49,  1, 17, 62,  8,  8, 32, 57, 39, 55, 56, 46, 14, 34,  8,  7, 42,  4, 49, 40, 63, 56, 
33, 45, 20, 57, 62, 61, 61, 14, 49, 14, 62, 19, 25, 41, 13, 22, 35, 52,  2, 23,  7, 43, 18, 60,  8, 45, 57, 27,  0, 43, 16, 59, 
