



,,[30]
,[0], 4,10






,[1], 9,12






,[2], 3,10






,[3], 6,14






,[4], 4,10






,[5], 6,12






,[6], 4,10






,[7], 5,9






,[8], 4,9






,[9], 7,12






,[10], 3,11






,[11], 4,11






,[12], 6,11






,[13], 6,11






,[14], 3,8






,[15], 4,7






,[16], 3,8






,[17], 4,11






,[18], 7,16






,[19], 4,10






,[20], 3,7






,[21], 5,6






,[22], 4,10






,[23], 4,11






,[24], 4,7






,[25], 1,11






,[26], 6,13






,[27], 4,6






,[28], 5,11






,[29], 4,9






,[30], 4,9






,[31], 1,12






,[32], 4,7






,[33], 2,9






,[34], 6,9






,[35], 6,7






,[36], 3,11






,[37], 6,15






,[38], 3,10






,[39], 5,10






,[40], 99,99






,[41], 6,8






,[42], 6,10






,[43], 7,10






,[44], 5,6






,[45], 9,9






,[46], 99,99






,[47], 9,12






,[48], 99,99






,[49], 8,8






,[50], 8,11






,[51], 3,12






,[52], 7,8






,[53], 99,99






,[54], 99,99






,[55], 99,99






,[56], 3,8






,[57], 5,12






,[58], 5,10






,[59], 6,14






,[60], 8,11






,[61], 6,7






,[62], 99,99






,[63], 3,7






,[64], 5,10






,[65], 4,15






,[66], 7,11






,[67], 4,9






,[68], 8,13






,[69], 3,9






,[70], 9,11






,[71], 6,6






