



,,[80]
,[0], 1,1






,[1], 99,99






,[2], 99,99






,[3], 99,99






,[4], 99,99






,[5], 99,99






,[6], 99,99






,[7], 99,99






,[8], 99,99






,[9], 99,99






,[10], 99,99






,[11], 99,99






,[12], 99,99






,[13], 99,99






,[14], 99,99






,[15], 8,18






,[16], 99,99






,[17], 99,99






,[18], 99,99






,[19], 99,99






,[20], 99,99






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 99,99






,[26], 99,99






,[27], 99,99






,[28], 99,99






,[29], 99,99






,[30], 99,99






,[31], 99,99






,[32], 1,1






,[33], 99,99






,[34], 99,99






,[35], 99,99






,[36], 99,99






,[37], 99,99






,[38], 99,99






,[39], 99,99






,[40], 99,99






,[41], 99,99






,[42], 99,99






,[43], 99,99






,[44], 99,99






,[45], 99,99






,[46], 99,99






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 99,99






,[51], 99,99






,[52], 99,99






,[53], 99,99






,[54], 99,99






,[55], 99,99






,[56], 99,99






,[57], 99,99






,[58], 99,99






,[59], 99,99






,[60], 99,99






,[61], 99,99






,[62], 11,15






,[63], 99,99






,[64], 1,1






,[65], 99,99






,[66], 99,99






,[67], 99,99






,[68], 99,99






,[69], 99,99






,[70], 99,99






,[71], 99,99






,[72], 99,99






,[73], 99,99






,[74], 99,99






,[75], 99,99






,[76], 99,99






,[77], 99,99






,[78], 99,99






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 12,12






,[85], 99,99






,[86], 99,99






,[87], 99,99






,[88], 99,99






,[89], 14,14






,[90], 99,99






,[91], 99,99






,[92], 99,99






,[93], 99,99






,[94], 99,99






,[95], 99,99






,[96], 99,99






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 99,99






,[101], 99,99






,[102], 99,99






,[103], 99,99






,[104], 11,12






,[105], 99,99






,[106], 99,99






,[107], 99,99






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 99,99






,[114], 99,99






,[115], 99,99






,[116], 99,99






,[117], 99,99






,[118], 99,99






,[119], 99,99






,[120], 99,99






,[121], 99,99






,[122], 99,99






,[123], 99,99






,[124], 99,99






,[125], 99,99






,[126], 99,99






,[127], 12,14






,[128], 0,0






,[129], 99,99






,[130], 99,99






,[131], 99,99






,[132], 99,99






,[133], 99,99






,[134], 99,99






,[135], 99,99






,[136], 99,99






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 99,99






,[144], 99,99






,[145], 99,99






,[146], 99,99






,[147], 99,99






,[148], 99,99






,[149], 99,99






,[150], 99,99






,[151], 99,99






,[152], 99,99






,[153], 99,99






