



,,[40]
,[0], 5,13






,[1], 6,14






,[2], 5,13






,[3], 3,16






,[4], 4,12






,[5], 3,17






,[6], 7,12






,[7], 6,12






,[8], 6,11






,[9], 4,13






,[10], 5,17






,[11], 5,11






,[12], 5,17






,[13], 8,13






,[14], 6,10






,[15], 3,12






,[16], 4,12






,[17], 6,15






,[18], 4,16






,[19], 4,13






,[20], 5,9






,[21], 4,9






,[22], 4,12






,[23], 8,14






,[24], 6,10






,[25], 2,15






,[26], 6,15






,[27], 8,11






,[28], 3,14






,[29], 3,10






,[30], 5,12






,[31], 2,15






,[32], 3,13






,[33], 4,15






,[34], 10,12






,[35], 5,8






,[36], 6,13






,[37], 14,17






,[38], 4,12






,[39], 11,15






,[40], 99,99






,[41], 4,9






,[42], 9,11






,[43], 7,13






,[44], 7,10






,[45], 5,12






,[46], 99,99






,[47], 6,14






,[48], 99,99






,[49], 11,11






,[50], 9,15






,[51], 6,16






,[52], 99,99






,[53], 99,99






,[54], 7,10






,[55], 5,7






,[56], 10,12






,[57], 8,14






,[58], 8,12






,[59], 6,16






,[60], 7,16






,[61], 7,10






,[62], 99,99






,[63], 5,10






,[64], 5,13






,[65], 7,16






,[66], 8,14






,[67], 4,11






,[68], 10,15






,[69], 4,12






,[70], 11,14






,[71], 6,9






,[72], 5,6






,[73], 4,6






,[74], 99,99






,[75], 99,99






,[76], 1,2






,[77], 9,10






,[78], 10,14






,[79], 99,99






,[80], 10,13






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 8,10






,[87], 2,4






,[88], 5,7






,[89], 99,99






,[90], 8,10






,[91], 7,12






,[92], 6,7






,[93], 11,15






,[94], 5,11






,[95], 10,12






,[96], 8,15






,[97], 1,12






,[98], 3,12






,[99], 10,16





