



,,[70]
,[0], 99,99






,[1], 99,99






,[2], 99,99






,[3], 99,99






,[4], 99,99






,[5], 99,99






,[6], 99,99






,[7], 99,99






,[8], 6,7






,[9], 99,99






,[10], 99,99






,[11], 99,99






,[12], 5,6






,[13], 99,99






,[14], 99,99






,[15], 7,8






,[16], 99,99






,[17], 99,99






,[18], 99,99






,[19], 5,5






,[20], 99,99






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 99,99






,[26], 99,99






,[27], 7,7






,[28], 99,99






,[29], 99,99






,[30], 99,99






,[31], 99,99






,[32], 99,99






,[33], 5,7






,[34], 7,8






,[35], 99,99






,[36], 99,99






,[37], 99,99






,[38], 5,6






,[39], 0,1






,[40], 2,2






,[41], 1,1






,[42], 2,3






,[43], 1,1






,[44], 1,3






,[45], 0,1






,[46], 99,99






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 99,99






,[51], 99,99






,[52], 99,99






,[53], 99,99






,[54], 3,4






,[55], 3,3






,[56], 99,99






,[57], 99,99






,[58], 99,99






,[59], 99,99






,[60], 99,99






,[61], 99,99






,[62], 99,99






,[63], 99,99






,[64], 99,99






,[65], 99,99






,[66], 99,99






,[67], 99,99






,[68], 99,99






,[69], 99,99






,[70], 7,7






,[71], 99,99






,[72], 5,5






,[73], 1,2






,[74], 1,1






,[75], 99,99






,[76], 99,99






,[77], 4,5






,[78], 3,3






,[79], 99,99






,[80], 1,1






,[81], 2,3






,[82], 0,0






,[83], 1,2






,[84], 99,99






,[85], 99,99






,[86], 99,99






,[87], 99,99






,[88], 99,99






,[89], 99,99






,[90], 99,99






,[91], 2,3






,[92], 5,5






,[93], 99,99






,[94], 99,99






,[95], 99,99






,[96], 99,99






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 99,99






,[101], 99,99






,[102], 99,99






,[103], 99,99






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 99,99






,[108], 0,0






,[109], 1,2






,[110], 1,1






,[111], 2,3






,[112], 99,99






,[113], 0,1






,[114], 1,1






,[115], 99,99






,[116], 99,99






,[117], 99,99






,[118], 99,99






,[119], 99,99






,[120], 99,99






,[121], 0,0






,[122], 0,0






,[123], 99,99






,[124], 2,3






,[125], 99,99






,[126], 99,99






,[127], 99,99






,[128], 99,99






,[129], 99,99






,[130], 99,99






,[131], 99,99






,[132], 99,99






,[133], 1,1






,[134], 0,0






,[135], 0,0






,[136], 99,99






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 0,1






,[141], 2,2






,[142], 99,99






,[143], 99,99






,[144], 99,99






,[145], 99,99






,[146], 99,99






,[147], 99,99






,[148], 99,99






,[149], 99,99






,[150], 1,1






,[151], 99,99






,[152], 2,2






,[153], 99,99






,[154], 99,99






,[155], 99,99






,[156], 99,99






,[157], 99,99






,[158], 99,99






,[159], 99,99






,[160], 99,99






,[161], 99,99






,[162], 0,0






,[163], 1,1






,[164], 0,1






,[165], 99,99






,[166], 99,99






,[167], 99,99






,[168], 2,3






,[169], 0,0






,[170], 99,99






,[171], 2,3






,[172], 99,99






,[173], 99,99






,[174], 99,99






,[175], 99,99






,[176], 4,4






,[177], 99,99






,[178], 2,4






,[179], 3,4






,[180], 5,5






,[181], 99,99






,[182], 99,99






,[183], 3,3






,[184], 99,99






,[185], 99,99






,[186], 99,99






,[187], 99,99






,[188], 99,99






,[189], 99,99






,[190], 1,2






,[191], 99,99






,[192], 99,99






,[193], 99,99






,[194], 99,99






,[195], 3,3






,[196], 0,1






,[197], 1,2






,[198], 1,1






,[199], 1,2






,[200], 1,1






,[201], 1,3






,[202], 99,99






,[203], 99,99






,[204], 5,5






,[205], 99,99






,[206], 4,4






,[207], 3,5






,[208], 2,5






,[209], 2,5






,[210], 99,99






,[211], 5,6






,[212], 99,99






