



,,[80]
,[0], 16,31






,[1], 18,27






,[2], 10,31






,[3], 18,29






,[4], 14,30






,[5], 12,28






,[6], 21,33






,[7], 99,99






,[8], 99,99






,[9], 16,29






,[10], 99,99






,[11], 15,28






,[12], 99,99






,[13], 11,26






,[14], 15,30






,[15], 99,99






,[16], 99,99






,[17], 17,28






,[18], 19,30






,[19], 17,30






,[20], 12,28






,[21], 99,99






,[22], 21,31






,[23], 18,27






,[24], 11,27






,[25], 99,99






,[26], 14,31






,[27], 16,26






,[28], 99,99






,[29], 99,99






,[30], 9,32






,[31], 16,31






,[32], 15,31






,[33], 25,33






,[34], 13,25






,[35], 14,20






,[36], 17,28






,[37], 18,29






,[38], 99,99






,[39], 15,29






,[40], 14,22






,[41], 12,24






,[42], 27,28






,[43], 99,99






,[44], 99,99






,[45], 99,99






,[46], 99,99






,[47], 99,99






,[48], 99,99






,[49], 99,99






,[50], 99,99






,[51], 16,26






,[52], 19,22






,[53], 99,99






,[54], 99,99






,[55], 99,99






,[56], 99,99






,[57], 18,28






,[58], 13,26






,[59], 25,25






,[60], 18,24






,[61], 99,99






,[62], 99,99






,[63], 19,23






,[64], 99,99






,[65], 11,30






,[66], 11,26






,[67], 13,27






,[68], 99,99






,[69], 14,28






,[70], 21,28






,[71], 10,21






,[72], 99,99






,[73], 99,99






,[74], 99,99






,[75], 99,99






,[76], 99,99






,[77], 99,99






,[78], 99,99






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 99,99






