



,,[30]
,[0], 99,99






,[1], 1,1






,[2], 99,99






,[3], 99,99






,[4], 99,99






,[5], 99,99






,[6], 2,3






,[7], 10,10






,[8], 99,99






,[9], 99,99






,[10], 99,99






,[11], 99,99






,[12], 4,11






,[13], 3,10






,[14], 9,9






,[15], 99,99






,[16], 6,9






,[17], 7,9






,[18], 99,99






,[19], 99,99






,[20], 99,99






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 99,99






,[26], 99,99






,[27], 99,99






,[28], 99,99






,[29], 10,10






,[30], 99,99






,[31], 9,10






,[32], 0,0






,[33], 99,99






,[34], 99,99






,[35], 2,3






,[36], 99,99






,[37], 3,4






,[38], 99,99






,[39], 99,99






,[40], 99,99






,[41], 99,99






,[42], 99,99






,[43], 99,99






,[44], 99,99






,[45], 9,12






,[46], 10,12






,[47], 99,99






,[48], 2,11






,[49], 99,99






,[50], 5,10






,[51], 99,99






,[52], 99,99






,[53], 99,99






,[54], 99,99






,[55], 99,99






,[56], 99,99






,[57], 99,99






,[58], 99,99






,[59], 99,99






,[60], 99,99






,[61], 99,99






,[62], 6,6






,[63], 5,11






,[64], 0,0






,[65], 99,99






,[66], 99,99






,[67], 3,4






,[68], 99,99






,[69], 4,8






,[70], 4,4






,[71], 99,99






,[72], 99,99






,[73], 99,99






,[74], 99,99






,[75], 99,99






,[76], 6,13






,[77], 99,99






,[78], 99,99






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 3,12






,[83], 99,99






,[84], 99,99






,[85], 5,6






,[86], 99,99






,[87], 99,99






,[88], 99,99






,[89], 99,99






,[90], 99,99






,[91], 7,7






,[92], 7,7






,[93], 1,3






,[94], 2,3






,[95], 2,7






,[96], 99,99






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 99,99






,[101], 99,99






,[102], 99,99






,[103], 99,99






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 99,99






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 99,99






,[114], 2,10






,[115], 99,99






,[116], 99,99






,[117], 99,99






,[118], 7,9






,[119], 99,99






,[120], 99,99






,[121], 99,99






,[122], 99,99






,[123], 99,99






,[124], 2,8






,[125], 5,7






,[126], 99,99






,[127], 1,3






,[128], 0,0






,[129], 99,99






,[130], 99,99






,[131], 99,99






,[132], 99,99






,[133], 99,99






,[134], 99,99






,[135], 99,99






,[136], 99,99






,[137], 7,10






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 0,1






,[144], 1,1






,[145], 99,99






,[146], 99,99






,[147], 4,16






,[148], 99,99






,[149], 99,99






,[150], 99,99






,[151], 99,99






,[152], 99,99






,[153], 99,99






,[154], 5,5






,[155], 2,3






,[156], 99,99






,[157], 6,7






,[158], 99,99






,[159], 1,3






,[160], 99,99






,[161], 99,99






,[162], 99,99






,[163], 99,99






,[164], 99,99






,[165], 99,99






,[166], 99,99






,[167], 99,99






,[168], 99,99






,[169], 4,10






,[170], 99,99






,[171], 99,99






,[172], 99,99






,[173], 99,99






,[174], 99,99






,[175], 2,2






,[176], 99,99






,[177], 2,2






,[178], 99,99






,[179], 99,99






,[180], 99,99






,[181], 9,12






,[182], 8,9






,[183], 99,99






,[184], 99,99






,[185], 6,7






,[186], 6,6






,[187], 3,5






,[188], 1,2






,[189], 99,99






,[190], 3,5






,[191], 1,2






,[192], 0,0






,[193], 99,99






,[194], 99,99






,[195], 99,99






,[196], 1,1






,[197], 99,99






,[198], 99,99






,[199], 99,99






,[200], 99,99






,[201], 99,99






,[202], 99,99






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 99,99






,[207], 99,99






,[208], 99,99






,[209], 99,99






,[210], 99,99






,[211], 4,13






,[212], 8,14






