



,,[70]
,[0], 8,21






,[1], 14,25






,[2], 17,27






,[3], 8,24






,[4], 13,25






,[5], 9,22






,[6], 13,25






,[7], 99,99






,[8], 8,24






,[9], 15,23






,[10], 14,24






,[11], 11,21






,[12], 15,23






,[13], 7,18






,[14], 7,24






,[15], 9,24






,[16], 99,99






,[17], 14,23






,[18], 15,25






,[19], 13,25






,[20], 11,23






,[21], 6,19






,[22], 12,27






,[23], 8,23






,[24], 12,21






,[25], 99,99






,[26], 17,23






,[27], 99,99






,[28], 17,24






,[29], 9,23






,[30], 7,22






,[31], 99,99






,[32], 7,22






,[33], 6,24






,[34], 11,19






,[35], 11,15






,[36], 8,18






,[37], 12,24






,[38], 7,21






,[39], 10,21






,[40], 99,99






,[41], 14,19






,[42], 8,18






,[43], 16,20






,[44], 11,16






,[45], 17,20






,[46], 10,16






,[47], 99,99






,[48], 99,99






,[49], 13,16






,[50], 13,19






,[51], 19,22






,[52], 15,16






,[53], 13,16






,[54], 16,20






,[55], 11,18






,[56], 9,20






,[57], 17,23






,[58], 14,20






,[59], 17,22






,[60], 17,23






,[61], 99,99






,[62], 99,99






,[63], 13,19






,[64], 10,17






,[65], 13,25






,[66], 12,20






,[67], 12,23






,[68], 15,19






,[69], 8,23






,[70], 7,19






,[71], 16,20






,[72], 8,12






,[73], 9,13






,[74], 99,99






,[75], 99,99






,[76], 99,99






,[77], 17,19






,[78], 17,21






,[79], 19,19






,[80], 13,19






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 7,12






,[87], 4,14






,[88], 8,13






,[89], 14,14






,[90], 8,17






,[91], 9,21






,[92], 12,16






,[93], 15,21






,[94], 6,17






,[95], 14,18






,[96], 14,27






,[97], 8,20






,[98], 10,21






,[99], 14,19






,[100], 12,18






,[101], 17,18






,[102], 14,20






,[103], 7,17






,[104], 7,16






,[105], 99,99






,[106], 99,99






,[107], 9,22






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 8,13






,[114], 99,99






,[115], 99,99






,[116], 19,24






,[117], 99,99






,[118], 99,99






,[119], 14,17






,[120], 5,11






,[121], 6,18






,[122], 16,18






,[123], 15,20






,[124], 10,22






,[125], 15,18






,[126], 19,21






,[127], 11,21






,[128], 12,25






,[129], 11,24






,[130], 14,21






,[131], 10,17






,[132], 12,22






,[133], 9,17






,[134], 9,21






,[135], 10,12






,[136], 12,19






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 10,19






,[142], 12,13






,[143], 12,14






,[144], 4,13






,[145], 18,18






,[146], 9,27






,[147], 99,99






,[148], 99,99






,[149], 23,24






,[150], 14,22






,[151], 99,99






,[152], 4,17






,[153], 8,20






,[154], 14,15






,[155], 13,20






,[156], 99,99






,[157], 14,15






,[158], 16,22






,[159], 13,22






,[160], 12,25






,[161], 99,99






,[162], 14,23






,[163], 99,99






,[164], 13,20






,[165], 13,19






,[166], 15,23






,[167], 16,20






,[168], 12,15






,[169], 15,19






,[170], 8,16






,[171], 99,99






,[172], 10,24






,[173], 20,25






,[174], 99,99






,[175], 20,22






,[176], 7,15






,[177], 10,21






,[178], 13,23






,[179], 13,21






,[180], 14,24






,[181], 13,19






,[182], 9,14






,[183], 13,19






,[184], 13,24






,[185], 7,17






,[186], 16,20






,[187], 99,99






,[188], 13,14






,[189], 16,19






,[190], 14,18






,[191], 99,99






,[192], 13,25






,[193], 19,22






,[194], 15,19






,[195], 16,17






,[196], 99,99






,[197], 99,99






,[198], 11,15






,[199], 8,17






,[200], 12,13






,[201], 99,99






,[202], 8,23






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 17,20






,[207], 99,99






,[208], 9,16






,[209], 99,99






,[210], 16,19






,[211], 99,99






,[212], 99,99






,[213], 99,99






,[214], 99,99






,[215], 14,17






,[216], 11,19






,[217], 8,20






,[218], 19,19






,[219], 10,17






,[220], 12,15






,[221], 12,18






,[222], 99,99






,[223], 10,17






,[224], 13,23






,[225], 8,20






,[226], 13,18






,[227], 99,99






,[228], 13,20






,[229], 9,23






,[230], 4,22






,[231], 9,15






,[232], 10,18






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 99,99






,[246], 99,99






,[247], 12,19






,[248], 11,20






,[249], 10,17






,[250], 10,18






,[251], 11,14






,[252], 99,99






,[253], 12,16






,[254], 99,99






,[255], 12,22






,[256], 13,22






,[257], 14,16






,[258], 21,21






,[259], 9,22






,[260], 12,17






,[261], 11,17






,[262], 12,22






,[263], 16,20






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 3,6






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 99,99






,[274], 99,99






,[275], 99,99






,[276], 99,99






,[277], 99,99






,[278], 99,99






,[279], 12,16






,[280], 15,15






,[281], 16,20






,[282], 10,16






,[283], 7,15






,[284], 9,14






,[285], 10,18






,[286], 15,21






,[287], 13,15






,[288], 15,20






,[289], 11,18






,[290], 16,20






,[291], 14,19






,[292], 11,14






,[293], 13,18






,[294], 15,17






,[295], 11,12






,[296], 11,15






,[297], 99,99






,[298], 10,11






,[299], 0,1






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 99,99






,[304], 99,99






,[305], 99,99






,[306], 99,99






,[307], 99,99






,[308], 99,99






,[309], 99,99






,[310], 99,99






,[311], 13,13






,[312], 99,99






,[313], 13,16






,[314], 12,17






,[315], 9,14






,[316], 8,19






,[317], 99,99






,[318], 13,19






,[319], 13,23






,[320], 99,99






,[321], 16,21






,[322], 12,20






,[323], 14,20






,[324], 9,20






,[325], 8,19






,[326], 11,20






,[327], 19,21






,[328], 14,19






,[329], 99,99






,[330], 99,99






,[331], 99,99






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 6,6






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 4,4






,[341], 99,99






,[342], 3,5






,[343], 12,14






,[344], 99,99






,[345], 16,19






,[346], 10,15






,[347], 11,13






,[348], 16,18






,[349], 10,16






,[350], 8,17






,[351], 99,99






,[352], 9,17






,[353], 99,99






,[354], 14,21






,[355], 12,23






,[356], 7,12






,[357], 11,16






,[358], 99,99






,[359], 99,99






,[360], 99,99






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 4,4






,[372], 99,99






,[373], 99,99






,[374], 99,99






,[375], 99,99






,[376], 12,18






,[377], 9,16
