



,,[90]
,[0], 99,99






,[1], 36,40






,[2], 99,99






,[3], 99,99






,[4], 24,45






,[5], 99,99






,[6], 31,46






,[7], 99,99






,[8], 99,99






,[9], 99,99






,[10], 22,41






,[11], 99,99






,[12], 24,43






,[13], 29,39






,[14], 99,99






,[15], 99,99






,[16], 99,99






,[17], 99,99






,[18], 99,99






,[19], 99,99






,[20], 27,43






,[21], 99,99






,[22], 99,99






,[23], 99,99






,[24], 99,99






,[25], 99,99






,[26], 99,99






,[27], 99,99






,[28], 99,99






,[29], 99,99






,[30], 99,99






,[31], 99,99






,[32], 99,99






,[33], 99,99






,[34], 25,40






,[35], 33,36






,[36], 99,99






,[37], 99,99






,[38], 99,99






,[39], 99,99






,[40], 99,99






,[41], 99,99






,[42], 99,99






,[43], 99,99






,[44], 99,99






,[45], 99,99






,[46], 99,99






,[47], 30,36






,[48], 99,99






,[49], 99,99






,[50], 27,33






,[51], 35,38






,[52], 99,99






,[53], 22,34






,[54], 99,99






,[55], 34,40






,[56], 30,37






,[57], 99,99






,[58], 99,99






,[59], 21,36






,[60], 31,35






,[61], 99,99






,[62], 99,99






,[63], 99,99






,[64], 99,99






,[65], 99,99






,[66], 20,40






,[67], 99,99






,[68], 99,99






,[69], 99,99






,[70], 99,99






,[71], 99,99






,[72], 99,99






,[73], 99,99






,[74], 24,27






,[75], 99,99






,[76], 14,16






,[77], 99,99






,[78], 30,33






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 29,30






,[86], 99,99






,[87], 99,99






,[88], 99,99






,[89], 23,25






,[90], 24,38






,[91], 30,33






,[92], 99,99






,[93], 99,99






,[94], 21,35






,[95], 99,99






,[96], 99,99






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 26,33






,[101], 30,31






,[102], 99,99






,[103], 31,37






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 23,38






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 21,27






,[114], 99,99






,[115], 99,99






,[116], 99,99






,[117], 99,99






,[118], 99,99






,[119], 26,29






,[120], 99,99






,[121], 99,99






,[122], 34,40






,[123], 24,34






,[124], 30,33






,[125], 99,99






,[126], 30,35






,[127], 99,99






,[128], 99,99






,[129], 99,99






,[130], 36,37






,[131], 99,99






,[132], 24,40






,[133], 99,99






,[134], 99,99






,[135], 99,99






,[136], 22,37






,[137], 99,99






,[138], 26,26






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 99,99






,[144], 99,99






,[145], 99,99






,[146], 33,44






,[147], 22,29






,[148], 99,99






,[149], 30,32






,[150], 99,99






,[151], 99,99






,[152], 99,99






,[153], 99,99






,[154], 99,99






,[155], 99,99






,[156], 99,99






,[157], 23,30






,[158], 99,99






,[159], 99,99






,[160], 99,99






,[161], 99,99






,[162], 25,34






,[163], 99,99






,[164], 99,99






,[165], 99,99






,[166], 99,99






,[167], 99,99






,[168], 26,30






,[169], 99,99






,[170], 25,35






,[171], 99,99






,[172], 33,38






,[173], 32,41






,[174], 99,99






,[175], 99,99






,[176], 99,99






,[177], 99,99






,[178], 99,99






,[179], 99,99






,[180], 99,99






,[181], 99,99






,[182], 99,99






,[183], 29,34






,[184], 99,99






,[185], 99,99






,[186], 28,34






,[187], 99,99






,[188], 99,99






,[189], 99,99






,[190], 29,36






,[191], 99,99






,[192], 99,99






,[193], 23,33






,[194], 99,99






,[195], 28,31






,[196], 99,99






,[197], 99,99






,[198], 99,99






,[199], 99,99






,[200], 99,99






,[201], 99,99






,[202], 20,33






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 24,33






,[207], 24,34






,[208], 24,33






,[209], 99,99






,[210], 27,31






,[211], 99,99






,[212], 99,99






